2024-05-15 10:55:25,749 INFO    StreamThr :188208 [internal.py:wandb_internal():86] W&B internal server running at pid: 188208, started at: 2024-05-15 10:55:25.746713
2024-05-15 10:55:25,750 DEBUG   HandlerThread:188208 [handler.py:handle_request():144] handle_request: status
2024-05-15 10:55:25,752 INFO    WriterThread:188208 [datastore.py:open_for_write():85] open: C:\Users\marie\Desktop\Sanfour\MFRS\models\wandb\run-20240515_105525-zflg58rn\run-zflg58rn.wandb
2024-05-15 10:55:25,752 DEBUG   SenderThread:188208 [sender.py:send():379] send: header
2024-05-15 10:55:25,786 DEBUG   SenderThread:188208 [sender.py:send():379] send: run
2024-05-15 10:55:26,081 INFO    SenderThread:188208 [dir_watcher.py:__init__():211] watching files in: C:\Users\marie\Desktop\Sanfour\MFRS\models\wandb\run-20240515_105525-zflg58rn\files
2024-05-15 10:55:26,081 INFO    SenderThread:188208 [sender.py:_start_run_threads():1121] run started: zflg58rn with start time 1715784925.750856
2024-05-15 10:55:26,081 DEBUG   SenderThread:188208 [sender.py:send_request():406] send_request: summary_record
2024-05-15 10:55:26,081 INFO    SenderThread:188208 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-05-15 10:55:26,088 DEBUG   HandlerThread:188208 [handler.py:handle_request():144] handle_request: check_version
2024-05-15 10:55:26,088 DEBUG   SenderThread:188208 [sender.py:send_request():406] send_request: check_version
2024-05-15 10:55:26,167 DEBUG   HandlerThread:188208 [handler.py:handle_request():144] handle_request: run_start
2024-05-15 10:55:27,091 INFO    Thread-16 :188208 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\marie\Desktop\Sanfour\MFRS\models\wandb\run-20240515_105525-zflg58rn\files\wandb-summary.json
2024-05-15 10:55:27,826 DEBUG   HandlerThread:188208 [system_info.py:__init__():31] System info init
2024-05-15 10:55:27,826 DEBUG   HandlerThread:188208 [system_info.py:__init__():46] System info init done
2024-05-15 10:55:27,826 INFO    HandlerThread:188208 [system_monitor.py:start():181] Starting system monitor
2024-05-15 10:55:27,826 INFO    SystemMonitor:188208 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-05-15 10:55:27,826 INFO    HandlerThread:188208 [system_monitor.py:probe():201] Collecting system info
2024-05-15 10:55:27,853 INFO    SystemMonitor:188208 [interfaces.py:start():190] Started cpu monitoring
2024-05-15 10:55:27,854 INFO    SystemMonitor:188208 [interfaces.py:start():190] Started disk monitoring
2024-05-15 10:55:27,854 INFO    SystemMonitor:188208 [interfaces.py:start():190] Started gpu monitoring
2024-05-15 10:55:27,869 INFO    SystemMonitor:188208 [interfaces.py:start():190] Started memory monitoring
2024-05-15 10:55:27,885 INFO    SystemMonitor:188208 [interfaces.py:start():190] Started network monitoring
2024-05-15 10:55:27,900 DEBUG   HandlerThread:188208 [system_info.py:probe():195] Probing system
2024-05-15 10:55:27,900 DEBUG   HandlerThread:188208 [system_info.py:_probe_git():180] Probing git
2024-05-15 10:55:27,967 DEBUG   HandlerThread:188208 [system_info.py:_probe_git():188] Probing git done
2024-05-15 10:55:27,967 DEBUG   HandlerThread:188208 [system_info.py:probe():240] Probing system done
2024-05-15 10:55:27,967 DEBUG   HandlerThread:188208 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.9.9', 'heartbeatAt': '2024-05-15T14:55:27.900703', 'startedAt': '2024-05-15T14:55:25.743724', 'docker': None, 'cuda': None, 'args': ('--model', 'FaceNet', '--dataset', 'VGGFace', '--batch_size', '16', '--lr', '0.01', '--optimizer', 'sgd', '--loss_function', 'circle_exp'), 'state': 'running', 'program': 'C:\\Users\\marie\\Desktop\\Sanfour\\MFRS\\models\\models_train.py', 'codePath': 'models\\models_train.py', 'git': {'remote': 'https://github.com/BabaSanfour/MFRS.git', 'commit': '901cd235a2e7ded61bfa499e1ef96496b7fafd8a'}, 'email': 'Mariem.Rebaani@esprit.tn', 'root': 'C:/Users/marie/Desktop/Sanfour/MFRS', 'host': 'LAPTOP-CTGDVKVN', 'username': 'marie', 'executable': 'C:\\Program Files\\Python39\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3040.0, 'min': 0.0, 'max': 3801.0}, 'cpu_freq_per_core': [{'current': 3040.0, 'min': 0.0, 'max': 3801.0}], 'disk': {'total': 474.71581649780273, 'used': 354.00351333618164}, 'gpu': 'NVIDIA GeForce RTX 3050 6GB Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3050 6GB Laptop GPU', 'memory_total': 6442450944}], 'memory': {'total': 15.189807891845703}}
2024-05-15 10:55:27,967 INFO    HandlerThread:188208 [system_monitor.py:probe():211] Finished collecting system info
2024-05-15 10:55:27,967 INFO    HandlerThread:188208 [system_monitor.py:probe():214] Publishing system info
2024-05-15 10:55:27,967 DEBUG   HandlerThread:188208 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-05-15 10:55:27,967 DEBUG   HandlerThread:188208 [system_info.py:_save_pip():67] Saving pip packages done
2024-05-15 10:55:27,967 INFO    HandlerThread:188208 [system_monitor.py:probe():216] Finished publishing system info
2024-05-15 10:55:27,967 DEBUG   SenderThread:188208 [sender.py:send():379] send: files
2024-05-15 10:55:27,967 INFO    SenderThread:188208 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2024-05-15 10:55:27,979 DEBUG   HandlerThread:188208 [handler.py:handle_request():144] handle_request: stop_status
2024-05-15 10:55:27,979 DEBUG   SenderThread:188208 [sender.py:send_request():406] send_request: stop_status
2024-05-15 10:55:28,094 INFO    Thread-16 :188208 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\marie\Desktop\Sanfour\MFRS\models\wandb\run-20240515_105525-zflg58rn\files\wandb-metadata.json
2024-05-15 10:55:28,094 INFO    Thread-16 :188208 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\marie\Desktop\Sanfour\MFRS\models\wandb\run-20240515_105525-zflg58rn\files\requirements.txt
2024-05-15 10:55:28,125 DEBUG   SenderThread:188208 [sender.py:send():379] send: telemetry
2024-05-15 10:55:28,411 INFO    wandb-upload_0:188208 [upload_job.py:push():131] Uploaded file C:\Users\marie\AppData\Local\Temp\tmp1nnwae4kwandb\e7f4ur0d-wandb-metadata.json
2024-05-15 10:55:29,101 INFO    Thread-16 :188208 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\marie\Desktop\Sanfour\MFRS\models\wandb\run-20240515_105525-zflg58rn\files\output.log
2024-05-15 10:55:29,889 DEBUG   SenderThread:188208 [sender.py:send():379] send: exit
2024-05-15 10:55:29,889 INFO    SenderThread:188208 [sender.py:send_exit():584] handling exit code: 1
2024-05-15 10:55:29,889 INFO    SenderThread:188208 [sender.py:send_exit():586] handling runtime: 3
2024-05-15 10:55:29,889 INFO    SenderThread:188208 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-05-15 10:55:29,889 INFO    SenderThread:188208 [sender.py:send_exit():592] send defer
2024-05-15 10:55:29,889 DEBUG   HandlerThread:188208 [handler.py:handle_request():144] handle_request: defer
2024-05-15 10:55:29,889 INFO    HandlerThread:188208 [handler.py:handle_request_defer():170] handle defer: 0
2024-05-15 10:55:29,889 DEBUG   SenderThread:188208 [sender.py:send_request():406] send_request: defer
2024-05-15 10:55:29,889 INFO    SenderThread:188208 [sender.py:send_request_defer():608] handle sender defer: 0
2024-05-15 10:55:29,889 INFO    SenderThread:188208 [sender.py:transition_state():612] send defer: 1
2024-05-15 10:55:29,889 DEBUG   HandlerThread:188208 [handler.py:handle_request():144] handle_request: defer
2024-05-15 10:55:29,889 INFO    HandlerThread:188208 [handler.py:handle_request_defer():170] handle defer: 1
2024-05-15 10:55:29,895 DEBUG   SenderThread:188208 [sender.py:send_request():406] send_request: defer
2024-05-15 10:55:29,895 INFO    SenderThread:188208 [sender.py:send_request_defer():608] handle sender defer: 1
2024-05-15 10:55:29,895 INFO    SenderThread:188208 [sender.py:transition_state():612] send defer: 2
2024-05-15 10:55:29,895 DEBUG   HandlerThread:188208 [handler.py:handle_request():144] handle_request: defer
2024-05-15 10:55:29,896 INFO    HandlerThread:188208 [handler.py:handle_request_defer():170] handle defer: 2
2024-05-15 10:55:29,896 INFO    HandlerThread:188208 [system_monitor.py:finish():190] Stopping system monitor
2024-05-15 10:55:29,896 DEBUG   SystemMonitor:188208 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2024-05-15 10:55:29,917 DEBUG   SystemMonitor:188208 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2024-05-15 10:55:29,917 INFO    HandlerThread:188208 [interfaces.py:finish():202] Joined cpu monitor
2024-05-15 10:55:29,917 DEBUG   SystemMonitor:188208 [system_monitor.py:_start():170] Publishing last batch of metrics
2024-05-15 10:55:29,917 INFO    HandlerThread:188208 [interfaces.py:finish():202] Joined disk monitor
2024-05-15 10:55:30,049 INFO    HandlerThread:188208 [interfaces.py:finish():202] Joined gpu monitor
