2024-04-30 17:35:41,050 INFO    StreamThr :26640 [internal.py:wandb_internal():86] W&B internal server running at pid: 26640, started at: 2024-04-30 17:35:41.046693
2024-04-30 17:35:41,050 DEBUG   HandlerThread:26640 [handler.py:handle_request():144] handle_request: status
2024-04-30 17:35:41,052 INFO    WriterThread:26640 [datastore.py:open_for_write():85] open: C:\Users\marie\Desktop\Sanfour\MFRS\models\wandb\run-20240430_173541-pzfpl2xr\run-pzfpl2xr.wandb
2024-04-30 17:35:41,052 DEBUG   SenderThread:26640 [sender.py:send():379] send: header
2024-04-30 17:35:41,088 DEBUG   SenderThread:26640 [sender.py:send():379] send: run
2024-04-30 17:35:41,486 INFO    SenderThread:26640 [dir_watcher.py:__init__():211] watching files in: C:\Users\marie\Desktop\Sanfour\MFRS\models\wandb\run-20240430_173541-pzfpl2xr\files
2024-04-30 17:35:41,486 INFO    SenderThread:26640 [sender.py:_start_run_threads():1121] run started: pzfpl2xr with start time 1714512941.050668
2024-04-30 17:35:41,486 DEBUG   SenderThread:26640 [sender.py:send_request():406] send_request: summary_record
2024-04-30 17:35:41,486 INFO    SenderThread:26640 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-04-30 17:35:41,491 DEBUG   HandlerThread:26640 [handler.py:handle_request():144] handle_request: check_version
2024-04-30 17:35:41,491 DEBUG   SenderThread:26640 [sender.py:send_request():406] send_request: check_version
2024-04-30 17:35:41,577 DEBUG   HandlerThread:26640 [handler.py:handle_request():144] handle_request: run_start
2024-04-30 17:35:42,499 INFO    Thread-16 :26640 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\marie\Desktop\Sanfour\MFRS\models\wandb\run-20240430_173541-pzfpl2xr\files\wandb-summary.json
2024-04-30 17:35:43,279 DEBUG   HandlerThread:26640 [system_info.py:__init__():31] System info init
2024-04-30 17:35:43,280 DEBUG   HandlerThread:26640 [system_info.py:__init__():46] System info init done
2024-04-30 17:35:43,280 INFO    HandlerThread:26640 [system_monitor.py:start():181] Starting system monitor
2024-04-30 17:35:43,280 INFO    SystemMonitor:26640 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-04-30 17:35:43,280 INFO    HandlerThread:26640 [system_monitor.py:probe():201] Collecting system info
2024-04-30 17:35:43,285 INFO    SystemMonitor:26640 [interfaces.py:start():190] Started cpu monitoring
2024-04-30 17:35:43,285 INFO    SystemMonitor:26640 [interfaces.py:start():190] Started disk monitoring
2024-04-30 17:35:43,285 INFO    SystemMonitor:26640 [interfaces.py:start():190] Started gpu monitoring
2024-04-30 17:35:43,301 INFO    SystemMonitor:26640 [interfaces.py:start():190] Started memory monitoring
2024-04-30 17:35:43,333 INFO    SystemMonitor:26640 [interfaces.py:start():190] Started network monitoring
2024-04-30 17:35:43,349 DEBUG   HandlerThread:26640 [system_info.py:probe():195] Probing system
2024-04-30 17:35:43,349 DEBUG   HandlerThread:26640 [system_info.py:_probe_git():180] Probing git
2024-04-30 17:35:43,408 DEBUG   HandlerThread:26640 [system_info.py:_probe_git():188] Probing git done
2024-04-30 17:35:43,408 DEBUG   HandlerThread:26640 [system_info.py:probe():240] Probing system done
2024-04-30 17:35:43,408 DEBUG   HandlerThread:26640 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.9.9', 'heartbeatAt': '2024-04-30T21:35:43.349629', 'startedAt': '2024-04-30T21:35:41.040632', 'docker': None, 'cuda': None, 'args': ('--dataset', 'VGGFace', '--model', 'FaceNet', '--batch_size', '16', '--lr', '0.1', '--optimizer', 'sgd'), 'state': 'running', 'program': 'C:\\Users\\marie\\Desktop\\Sanfour\\MFRS\\models\\models_train.py', 'codePath': 'models\\models_train.py', 'git': {'remote': 'https://github.com/BabaSanfour/MFRS.git', 'commit': 'e637c4f6aef437030500c2f41513aaee275c977f'}, 'email': None, 'root': 'C:/Users/marie/Desktop/Sanfour/MFRS', 'host': 'LAPTOP-CTGDVKVN', 'username': 'marie', 'executable': 'C:\\Program Files\\Python39\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3040.0, 'min': 0.0, 'max': 3801.0}, 'cpu_freq_per_core': [{'current': 3040.0, 'min': 0.0, 'max': 3801.0}], 'disk': {'total': 474.71581649780273, 'used': 376.1501007080078}, 'gpu': 'NVIDIA GeForce RTX 3050 6GB Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3050 6GB Laptop GPU', 'memory_total': 6442450944}], 'memory': {'total': 15.189807891845703}}
2024-04-30 17:35:43,408 INFO    HandlerThread:26640 [system_monitor.py:probe():211] Finished collecting system info
2024-04-30 17:35:43,408 INFO    HandlerThread:26640 [system_monitor.py:probe():214] Publishing system info
2024-04-30 17:35:43,408 DEBUG   HandlerThread:26640 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-04-30 17:35:43,408 DEBUG   HandlerThread:26640 [system_info.py:_save_pip():67] Saving pip packages done
2024-04-30 17:35:43,408 INFO    HandlerThread:26640 [system_monitor.py:probe():216] Finished publishing system info
2024-04-30 17:35:43,410 DEBUG   SenderThread:26640 [sender.py:send():379] send: files
2024-04-30 17:35:43,410 INFO    SenderThread:26640 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2024-04-30 17:35:43,418 DEBUG   HandlerThread:26640 [handler.py:handle_request():144] handle_request: stop_status
2024-04-30 17:35:43,418 DEBUG   SenderThread:26640 [sender.py:send_request():406] send_request: stop_status
2024-04-30 17:35:43,507 INFO    Thread-16 :26640 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\marie\Desktop\Sanfour\MFRS\models\wandb\run-20240430_173541-pzfpl2xr\files\requirements.txt
