,name,new_id,class
0,000001.jpg,0,2.0
1,000404.jpg,0,1.0
2,003415.jpg,0,1.0
3,004390.jpg,0,2.0
4,018062.jpg,0,2.0
5,025244.jpg,0,2.0
6,027771.jpg,0,0.0
7,039393.jpg,0,0.0
8,047978.jpg,0,0.0
9,049142.jpg,0,0.0
10,052385.jpg,0,0.0
11,052623.jpg,0,1.0
12,053184.jpg,0,1.0
13,053311.jpg,0,1.0
14,055834.jpg,0,0.0
15,058188.jpg,0,0.0
16,061431.jpg,0,0.0
17,068154.jpg,0,0.0
18,084705.jpg,0,0.0
19,090937.jpg,0,0.0
20,096324.jpg,0,0.0
21,100990.jpg,0,0.0
22,103728.jpg,0,0.0
23,108341.jpg,0,0.0
24,110376.jpg,0,0.0
25,122439.jpg,0,0.0
26,131731.jpg,0,0.0
27,134007.jpg,0,0.0
28,139106.jpg,0,0.0
29,140935.jpg,0,0.0
30,000002.jpg,1,0.0
31,011437.jpg,1,2.0
32,016335.jpg,1,1.0
33,017121.jpg,1,0.0
34,024291.jpg,1,1.0
35,037082.jpg,1,2.0
36,045318.jpg,1,0.0
37,046844.jpg,1,2.0
38,048360.jpg,1,0.0
39,055891.jpg,1,2.0
40,057357.jpg,1,0.0
41,058209.jpg,1,0.0
42,058400.jpg,1,1.0
43,059638.jpg,1,1.0
44,060925.jpg,1,0.0
45,063242.jpg,1,0.0
46,063616.jpg,1,0.0
47,066809.jpg,1,1.0
48,077346.jpg,1,0.0
49,095867.jpg,1,0.0
50,099877.jpg,1,0.0
51,105287.jpg,1,0.0
52,108661.jpg,1,0.0
53,114336.jpg,1,0.0
54,114625.jpg,1,0.0
55,117710.jpg,1,0.0
56,120280.jpg,1,0.0
57,125140.jpg,1,0.0
58,142601.jpg,1,0.0
59,152380.jpg,1,0.0
60,000003.jpg,2,0.0
61,015648.jpg,2,1.0
62,033840.jpg,2,1.0
63,038887.jpg,2,0.0
64,049972.jpg,2,2.0
65,052374.jpg,2,1.0
66,053297.jpg,2,1.0
67,061069.jpg,2,0.0
68,069458.jpg,2,2.0
69,070480.jpg,2,1.0
70,073665.jpg,2,0.0
71,074691.jpg,2,0.0
72,074908.jpg,2,0.0
73,079723.jpg,2,0.0
74,084418.jpg,2,2.0
75,086208.jpg,2,2.0
76,087940.jpg,2,0.0
77,092115.jpg,2,0.0
78,101759.jpg,2,0.0
79,102191.jpg,2,0.0
80,106611.jpg,2,0.0
81,133005.jpg,2,0.0
82,134209.jpg,2,0.0
83,134272.jpg,2,0.0
84,134680.jpg,2,0.0
85,138523.jpg,2,0.0
86,140747.jpg,2,0.0
87,148651.jpg,2,0.0
88,153310.jpg,2,0.0
89,154306.jpg,2,0.0
90,000004.jpg,3,0.0
91,001778.jpg,3,2.0
92,010191.jpg,3,1.0
93,013676.jpg,3,2.0
94,027057.jpg,3,1.0
95,027559.jpg,3,0.0
96,029583.jpg,3,0.0
97,030445.jpg,3,2.0
98,032973.jpg,3,1.0
99,041166.jpg,3,0.0
100,049165.jpg,3,2.0
101,057460.jpg,3,0.0
102,068650.jpg,3,1.0
103,071572.jpg,3,0.0
104,075317.jpg,3,1.0
105,079295.jpg,3,0.0
106,082762.jpg,3,0.0
107,083588.jpg,3,0.0
108,091248.jpg,3,0.0
109,103561.jpg,3,0.0
110,107943.jpg,3,0.0
111,108897.jpg,3,0.0
112,113983.jpg,3,0.0
113,130481.jpg,3,0.0
114,136792.jpg,3,0.0
115,139398.jpg,3,0.0
116,140829.jpg,3,0.0
117,144460.jpg,3,0.0
118,144685.jpg,3,0.0
119,152700.jpg,3,0.0
120,000006.jpg,4,2.0
121,005171.jpg,4,2.0
122,005477.jpg,4,1.0
123,009424.jpg,4,0.0
124,012823.jpg,4,2.0
125,013478.jpg,4,0.0
126,018964.jpg,4,2.0
127,019907.jpg,4,0.0
128,023013.jpg,4,0.0
129,049401.jpg,4,0.0
130,049697.jpg,4,0.0
131,070138.jpg,4,1.0
132,073896.jpg,4,1.0
133,075158.jpg,4,0.0
134,075308.jpg,4,0.0
135,076566.jpg,4,0.0
136,085006.jpg,4,1.0
137,103770.jpg,4,1.0
138,105008.jpg,4,0.0
139,107338.jpg,4,0.0
140,114109.jpg,4,0.0
141,116788.jpg,4,0.0
142,120741.jpg,4,0.0
143,123106.jpg,4,0.0
144,138485.jpg,4,0.0
145,139824.jpg,4,0.0
146,141914.jpg,4,0.0
147,147645.jpg,4,0.0
148,152385.jpg,4,0.0
149,161507.jpg,4,0.0
