2024-04-28 09:14:03,210 INFO    StreamThr :100096 [internal.py:wandb_internal():86] W&B internal server running at pid: 100096, started at: 2024-04-28 09:14:03.206925
2024-04-28 09:14:03,212 DEBUG   HandlerThread:100096 [handler.py:handle_request():144] handle_request: status
2024-04-28 09:14:03,214 INFO    WriterThread:100096 [datastore.py:open_for_write():85] open: C:\Users\marie\Desktop\Sanfour\MFRS\models\wandb\run-20240428_091403-v2amlaxy\run-v2amlaxy.wandb
2024-04-28 09:14:03,219 DEBUG   SenderThread:100096 [sender.py:send():379] send: header
2024-04-28 09:14:03,258 DEBUG   SenderThread:100096 [sender.py:send():379] send: run
2024-04-28 09:14:03,522 INFO    SenderThread:100096 [dir_watcher.py:__init__():211] watching files in: C:\Users\marie\Desktop\Sanfour\MFRS\models\wandb\run-20240428_091403-v2amlaxy\files
2024-04-28 09:14:03,522 INFO    SenderThread:100096 [sender.py:_start_run_threads():1121] run started: v2amlaxy with start time 1714310043.210229
2024-04-28 09:14:03,523 DEBUG   SenderThread:100096 [sender.py:send_request():406] send_request: summary_record
2024-04-28 09:14:03,534 DEBUG   HandlerThread:100096 [handler.py:handle_request():144] handle_request: check_version
2024-04-28 09:14:03,548 INFO    SenderThread:100096 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-04-28 09:14:03,552 DEBUG   SenderThread:100096 [sender.py:send_request():406] send_request: check_version
2024-04-28 09:14:03,666 DEBUG   HandlerThread:100096 [handler.py:handle_request():144] handle_request: run_start
2024-04-28 09:14:04,528 INFO    Thread-16 :100096 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\marie\Desktop\Sanfour\MFRS\models\wandb\run-20240428_091403-v2amlaxy\files\wandb-summary.json
2024-04-28 09:14:05,434 DEBUG   HandlerThread:100096 [system_info.py:__init__():31] System info init
2024-04-28 09:14:05,434 DEBUG   HandlerThread:100096 [system_info.py:__init__():46] System info init done
2024-04-28 09:14:05,434 INFO    HandlerThread:100096 [system_monitor.py:start():181] Starting system monitor
2024-04-28 09:14:05,434 INFO    SystemMonitor:100096 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-04-28 09:14:05,434 INFO    HandlerThread:100096 [system_monitor.py:probe():201] Collecting system info
2024-04-28 09:14:05,454 INFO    SystemMonitor:100096 [interfaces.py:start():190] Started cpu monitoring
2024-04-28 09:14:05,454 INFO    SystemMonitor:100096 [interfaces.py:start():190] Started disk monitoring
2024-04-28 09:14:05,455 INFO    SystemMonitor:100096 [interfaces.py:start():190] Started gpu monitoring
2024-04-28 09:14:05,469 INFO    SystemMonitor:100096 [interfaces.py:start():190] Started memory monitoring
2024-04-28 09:14:05,499 INFO    SystemMonitor:100096 [interfaces.py:start():190] Started network monitoring
2024-04-28 09:14:05,515 DEBUG   HandlerThread:100096 [system_info.py:probe():195] Probing system
2024-04-28 09:14:05,516 DEBUG   HandlerThread:100096 [system_info.py:_probe_git():180] Probing git
2024-04-28 09:14:05,622 DEBUG   HandlerThread:100096 [system_info.py:_probe_git():188] Probing git done
2024-04-28 09:14:05,622 DEBUG   HandlerThread:100096 [system_info.py:probe():240] Probing system done
